Total Contract Value (TCV),Account Name,Opportunity Name,Opportunity Stage,Fiscal Period,Opportunity Closure Date,Lead Source,Opportunity Type,Opportunity Owner,Secondary Practice Area,Gross Profit Margin (GPM %),Ascendion Office,Start Date,End Date,Last Modified Date,Commit Status,Probability (%),Created Date,Opportunity Creation Date as per User,Procurement Process,Execution Approach,Account Manager,Super Merge Client Name,Opportunity ID,ID(18 Characters),Previous Opportunity Stage,Opportunity Last Stage change Date,AVA Offering_Tracking,AVA Offering Multi Select Drop down (Val,AVA Platform Considered (Yes/No)?,Proactive?,Alliance Partner,Industry BU Group,Practice,Amount
250000,FMR LLC (Fidelity),Fidelity Data Quality/Fingerprinting,Qualification,Q4-2023,11/20/23,Other,New Business,Meghan Stuchel,,,"Raleigh, NC",12/4/23,7/31/24,10/2/23,Low confidence,20,7/13/23,7/13/23,Direct,Engineering projects,Meghan Stuchel,FMR LLC (Fidelity),0065c00001LMXWH,0065c00001LMXWHAA5,Qualification,7/12/23 17:00,,,,No,,BFSI 1,Generative AI,
1,FMR LLC (Fidelity),Fidelity Investments - Asset Management Improved Search Feature,Proposal Creation,Q1-2024,1/1/24,Cold call,New Business,Bakari Cook,,,"Raleigh, NC",11/1/23,11/1/24,10/2/23,,30,9/27/23,,Direct,Engineering projects,Bakari Cook,FMR LLC (Fidelity),0065c00001NfMNI,0065c00001NfMNIAA3,Proposal Creation,9/26/23 17:00,,,,Yes,,BFSI 1,Generative AI,
400000,Liberty Mutual Insurance Company,Global Digital Services - App Dev,Inquiry,Q4-2023,10/31/23,Geo,New Business,Tarah Rosenfeld,Cloud Migration Platform/Product Modernization,,"Boston, MA",8/1/23,12/29/23,9/14/23,Low confidence,0,11/9/22,11/9/22,Proactive pitch,Engineering projects,No Geo AM Involved,Liberty Mutual Insurance Company,0065c000014r0g9,0065c000014r0g9AAA,Inquiry,,,,Yes,Yes,,BFSI 2,Enterprise Architecture,
80000,Mgic Corp,MGIC - Pathfinder Opportunity,Inquiry,Q1-2024,1/30/24,Cold call,New Business,katie wenzell,,,"Minneapolis, MN",,,10/4/23,Low confidence,0,8/31/23,8/31/23,Direct,Engineering projects,Katie Wenzell,,0065c00001MpYW3,0065c00001MpYW3AAN,Inquiry,8/30/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
250000,Visa U.S.A. Inc.,Poland - VISA- Devang,Inquiry,Q4-2023,12/1/23,Geo,New Business,kaelin brand,,,"Austin, TX",,,9/13/23,Low confidence,20,4/7/23,4/6/23,Direct,Engineering projects,Kaelin Brand,Visa U.S.A. Inc.,0065c00001BFbtO,0065c00001BFbtOAAT,Inquiry,4/7/23 6:21,,,,Yes,,BFSI 2,Platform Engineering,
236000,"Fatco Holdings, LLC",Observability KPI Management-AVA,Investigation & Analysis,Q4-2023,11/30/23,Geo,New Business,Vikram Eluri,Experience Engineering,,"SoCal, CA",9/1/23,8/31/24,10/19/23,Low confidence,10,1/30/23,1/30/23,Proactive pitch,Engineering projects,Gurjodh Hundal,"Fatco Holdings, LLC",0065c000016dg1i,0065c000016dg1iAAA,Investigation & Analysis,,,,Yes,Yes,,BFSI 2,Platform Engineering,
72800,"Fatco Holdings, LLC",FATCO - ARPS Lead DevOps,Proposal Creation,Q3-2023,8/31/23,Geo,New Business,gurjodh hundal,,40,"SoCal, CA",6/1/23,6/3/24,6/21/23,,30,4/30/23,4/24/23,Direct,Engineering projects,Gurjodh Hundal,"Fatco Holdings, LLC",0065c00001Cboua,0065c00001CbouaAAB,Proposal Creation,4/30/23 21:23,,,,Yes,,BFSI 2,Platform Engineering,
200000,"Santander Consumer USA, Inc",Santander: Nearshore Agile POD,Inquiry,Q4-2023,10/31/23,Geo,New Business,gurjodh hundal,,35,"SoCal, CA",7/1/23,12/31/23,7/11/23,,50,3/23/23,3/20/23,Direct,Engineering projects,Gurjodh Hundal,"Santander Consumer USA, Inc",0065c00001AMWG2,0065c00001AMWG2AAP,Inquiry,3/23/23 9:28,,,,Yes,,BFSI 2,Platform Engineering,
90000000,"Santander Consumer USA, Inc",Technology and delivery ops-wave 2,Qualification,Q4-2023,12/29/23,Other,New Business,Vikram Eluri,,30,"Dallas, TX",1/1/24,12/29/28,10/19/23,Low confidence,10,8/24/23,8/21/23,Proactive pitch,Engineering projects,Katelyn Neal,"Santander Consumer USA, Inc",0065c00001MnNdT,0065c00001MnNdTAAV,Qualification,8/23/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
968760,"Santander Consumer USA, Inc",IS Support Services,Proposal Presentation,Q4-2023,11/30/23,Client Referral,New Business,Katelyn Neal,,,"Dallas, TX",10/31/23,12/31/26,10/2/23,,50,8/31/23,8/29/23,Proactive pitch,Engineering projects,Katelyn Neal,"Santander Consumer USA, Inc",0065c00001Mpa0L,0065c00001Mpa0LAAR,Proposal Presentation,8/30/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
250000,The Golden 1 Credit Union,Product development for commercial real estate loans,Qualification,Q4-2023,11/30/23,Other,New Business,Vikram Eluri,,40,Sacramento,8/1/23,1/31/24,10/19/23,Low confidence,20,6/28/23,6/19/23,Direct,Engineering projects,Patrick Upright,The Golden 1 Credit Union,0065c00001K4Zfu,0065c00001K4ZfuAAF,Qualification,6/27/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
1750000,"loanDepot.com, LLC",LD - Empower implementation Phase 1,Proposal Presentation,Q4-2023,10/20/23,Other,New Business,Rajeev Gopinath,,30,Direct - No Region,10/1/23,1/31/26,10/17/23,Commit,50,10/17/23,,Proactive pitch,Engineering projects,No Geo AM Involved,"loanDepot.com, LLC",0065c00001O4gVT,0065c00001O4gVTAAZ,,10/16/23 17:00,,,,Yes,Microsoft,BFSI 2,Platform Engineering,
8000000,"loanDepot.com, LLC",LD - Empower implementation Phase 2,Negotiation/Review,Q1-2024,1/12/24,Other,New Business,Rajeev Gopinath,,30,Direct - No Region,10/16/23,2/12/26,10/17/23,Commit,80,5/17/23,5/17/23,Proactive pitch,Engineering projects,No Geo AM Involved,"loanDepot.com, LLC",0065c00001Dx1m4,0065c00001Dx1m4AAB,Negotiation/Review,9/27/23 17:00,,,,Yes,Microsoft,BFSI 2,Platform Engineering,
250000,TransUnion,Tech team ramp up,Proposal Creation,Q4-2023,11/30/23,Employee Referral,New Business,Vikram Eluri,,45,Direct - No Region,9/11/23,1/31/24,10/19/23,,30,8/17/23,8/15/23,Proactive pitch,DHR,No Geo AM Involved,,0065c00001Mgwqk,0065c00001MgwqkAAB,Proposal Creation,8/16/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
1170000,Fiserv,Build NPCI switch - Srini Krish,Proposal Presentation,Q4-2023,11/30/23,Client Referral,New Business,Vikram Eluri,,32,Direct - No Region,12/1/23,8/30/24,10/19/23,Low confidence,50,10/5/23,,Direct,Engineering projects,No Geo AM Involved,Finserv,0065c00001NhCsX,0065c00001NhCsXAAV,Proposal Presentation,10/4/23 17:00,,,,No,,BFSI 2,Platform Engineering,
300000,Salem Five Cents Savings Bank,CRM transformation,Qualification,Q4-2023,11/30/23,Industry,New Business,Vikram Eluri,,32,Direct - No Region,11/1/23,4/30/24,10/19/23,Low confidence,20,4/11/23,4/10/23,Direct,Engineering projects,No Geo AM Involved,Salem Five Cents Savings Bank,0065c00001BGCmu,0065c00001BGCmuAAH,Qualification,4/11/23 19:15,,,,No,,BFSI 2,Platform Engineering,
500000,Massachusetts Mutual Life Insurance Company.,Delivery Workstream Optimization- AVA,Investigation & Analysis,Q3-2023,7/28/23,Industry,New Business,Tarah Rosenfeld,Experience Engineering,40,Direct - No Region,8/1/23,12/29/23,8/17/23,Low confidence,10,1/30/23,1/30/23,Direct,Engineering projects,No Geo AM Involved,Massachusetts Mutual Life Insurance Company.,0065c000016dfs2,0065c000016dfs2AAA,Investigation & Analysis,,,,Yes,Yes,,BFSI 2,Platform Engineering,
300000,Liberty Mutual Insurance Company,GRS Global Casualty Product Underwriting,Investigation & Analysis,Q3-2023,7/28/23,Geo,New Business,Tarah Rosenfeld,,35,"Boston, MA",8/1/23,12/30/23,8/17/23,,10,11/23/22,11/23/22,Direct,Engineering projects,Jacquelyn Leone,Liberty Mutual Insurance Company,0065c000014sm9m,0065c000014sm9mAAA,Investigation & Analysis,,ITA;,ITA,Yes,Yes,,BFSI 2,Platform Engineering,
100000,Massachusetts Mutual Life Insurance Company.,Sales & Distribution OneView,Inquiry,Q4-2023,11/29/23,Cold call,New Business,Tarah Rosenfeld,,35,"Raleigh, NC",10/2/23,3/29/24,8/23/23,Low confidence,0,6/15/23,6/15/23,Direct,Engineering projects,Mason Plymire,Massachusetts Mutual Life Insurance Company.,0065c00001IWJXb,0065c00001IWJXbAAP,Inquiry,6/14/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
238080,Fiserv,Finxact Post Merger Cybersecurity Support - Sadh Akella-Mishra,Negotiation/Review,Q4-2023,11/3/23,Employee Referral,New Business,Courtney Gams,,37,"Atlanta, GA",11/13/23,3/29/24,10/19/23,Commit,80,10/12/23,,Direct,Engineering projects,Samantha Scheibe,Finserv,0065c00001NibPG,0065c00001NibPGAAZ,Proposal Presentation,10/18/23 17:00,,,,No,,BFSI 2,Platform Engineering,
150000,Fiserv,LATAM C++ Developer Pod - John Rufini - Telecheck,Investigation & Analysis,Q4-2023,12/8/23,Employee Referral,New Business,Courtney Gams,,,"Atlanta, GA",12/18/23,6/18/24,10/2/23,Low confidence,10,10/2/23,,Direct,Engineering projects,Samantha Scheibe,Finserv,0065c00001NgXLP,0065c00001NgXLPAA3,,10/1/23 17:00,,,,No,,BFSI 2,Platform Engineering,
1,Fiserv,Product Implementation Team - Mark Pearson - Alternative Payments,Inquiry,Q1-2024,1/26/24,Employee Referral,New Business,Courtney Gams,,,"Atlanta, GA",,,10/2/23,Low confidence,0,10/2/23,,Direct,Engineering projects,Samantha Scheibe,Finserv,0065c00001NgX0g,0065c00001NgX0gAAF,,10/1/23 17:00,,,,No,,BFSI 2,Platform Engineering,
8000,Fiserv,Jump Cobol Resources - Doug Sanchez - Core Payments,Investigation & Analysis,Q4-2023,12/29/23,Cold call,New Business,Samantha Scheibe,,,"Atlanta, GA",10/5/23,9/2/24,10/2/23,Low confidence,50,6/26/23,6/20/23,Direct,JUMP,Samantha Scheibe,Finserv,0065c00001IZjMp,0065c00001IZjMpAAL,Investigation & Analysis,6/25/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
250000,Fiserv,Full-stack AWS Developers - Shubhen Chauhan - Fraud and Risk,Inquiry,Q1-2024,1/31/24,Cold call,New Business,Samantha Scheibe,,,"Atlanta, GA",8/21/23,2/21/24,10/2/23,Low confidence,30,6/27/23,6/27/23,Direct,Engineering projects,Samantha Scheibe,Finserv,0065c00001Ia1uQ,0065c00001Ia1uQAAR,Inquiry,6/26/23 17:00,,,,Yes,,BFSI 2,Platform Engineering,
300000,Pentagon Federal Credit Union,AVA/Hyper Personalization,Investigation & Analysis,Q4-2023,12/15/23,Cold call,New Business,Ali Larsen,,,Sacramento,12/18/23,6/18/24,9/27/23,Low confidence,10,9/27/23,,Direct,Engineering projects,Ali Larsen,,0065c00001NfOuM,0065c00001NfOuMAAV,,9/26/23 17:00,,,,No,,BFSI 2,Platform Engineering,
1,"Santander Consumer USA, Inc",Santander - Genesis Cloud Migration,Inquiry,Q3-2023,9/4/23,Geo,New Business,gurjodh hundal,,30,"SoCal, CA",9/4/23,10/7/24,8/7/23,,10,4/30/23,4/24/23,Proactive pitch,Engineering projects,Gurjodh Hundal,"Santander Consumer USA, Inc",0065c00001CbpSC,0065c00001CbpSCAAZ,,4/30/23 21:34,,,,Yes,,BFSI 2,AI & Data Engineering,
750000,"Heartland Financial USA, Inc.",AI/ML Analytics - HTLF - Brad Enneking,Inquiry,Q4-2023,11/30/23,Cold call,New Business,Shalyn Greenhaw,,,"Chicago, IL",,,8/24/23,Low confidence,0,7/5/23,7/5/23,Direct,Engineering projects,Shalyn Greenhaw,"Heartland Financial USA, Inc.",0065c00001K6aaI,0065c00001K6aaIAAR,Inquiry,7/4/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
650000,The Golden 1 Credit Union,"Automation Opportunity-G1- Cards, Loans, Home Equity",Investigation & Analysis,Q4-2023,10/15/23,Campaign,New Business,patrick upright,,37,Sacramento,10/15/23,10/15/24,8/31/23,Low confidence,10,8/31/23,8/31/23,Direct,Engineering projects,Patrick Upright,The Golden 1 Credit Union,0065c00001MpeuN,0065c00001MpeuNAAR,,8/30/23 17:00,,,,No,,BFSI 2,AI & Data Engineering,
200000,Liberty Mutual Insurance Company,Ergonomics App development- Kinetica,Proposal Creation,Q4-2023,11/30/23,Cold call,New Business,Tarah Rosenfeld,,38,"Boston, MA",10/1/23,3/22/24,10/4/23,High quality,30,7/12/23,7/12/23,Direct,Engineering projects,Cady Tyburski,Liberty Mutual Insurance Company,0065c00001LMFZH,0065c00001LMFZHAA5,Proposal Creation,8/15/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
1,Country Financial,Country Financial,Qualification,Q1-2024,2/14/24,Conference / Networking Event,New Business,Patrick Chamberlain,,,Direct - No Region,9/29/23,1/18/24,9/29/23,Low confidence,20,9/29/23,,Direct,Engineering projects,Maleeka Catron,,0065c00001NftXI,0065c00001NftXIAAZ,,9/28/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
100000,Allstate,ASC Transformative Growth Initiative offshore,Inquiry,Q3-2023,9/29/23,SSG,New Business,Vikram Eluri,Data Migration,,Direct - No Region,10/2/23,10/1/24,8/17/23,Low confidence,0,11/9/22,11/9/22,RFI,Engineering projects,No Geo AM Involved,,0065c000014r0ik,0065c000014r0ikAAA,Inquiry,,,,,Yes,,BFSI 2,AI & Data Engineering,
200000,Salem Five Cents Savings Bank,loan origination system for aviation loans,Qualification,Q3-2023,9/29/23,Other,New Business,Vikram Eluri,,35,"Boston, MA",8/1/23,1/31/24,8/31/23,Low confidence,20,6/15/23,6/12/23,Direct,Engineering projects,No Geo AM Involved,Salem Five Cents Savings Bank,0065c00001IW8lp,0065c00001IW8lpAAD,Qualification,6/14/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
900000,TransUnion,Platform as a Service-development,Proposal Creation,Q4-2023,11/17/23,Employee Referral,New Business,Vikram Eluri,,45,Direct - No Region,11/20/23,5/31/24,10/19/23,High quality,30,8/17/23,8/15/23,Proactive pitch,Engineering projects,No Geo AM Involved,,0065c00001Mgwkc,0065c00001MgwkcAAB,Investigation & Analysis,10/18/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
100000,Massachusetts Mutual Life Insurance Company.,ETX Diverse Supplier consolidation,Investigation & Analysis,Q3-2023,9/29/23,Client Referral,New Business,Tarah Rosenfeld,,35,Direct - No Region,10/2/23,8/21/24,8/17/23,Low confidence,10,7/12/23,7/12/23,RFI,Engineering projects,No Geo AM Involved,Massachusetts Mutual Life Insurance Company.,0065c00001K8U7J,0065c00001K8U7JAAV,Investigation & Analysis,7/11/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
500000,Equifax Inc.,USIS Ignite Data Fingerprinting,Inquiry,Q4-2023,11/27/23,Cold call,New Business,Courtney Gams,,,"Atlanta, GA",,,8/30/23,Low confidence,0,8/30/23,8/30/23,Proactive pitch,Engineering projects,Kelsey Royalty,Equifax Inc.,0065c00001MpLVo,0065c00001MpLVoAAN,,8/29/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
869200,Equifax Inc.,USIS Product Line Cost Modelling,Negotiation/Review,Q4-2023,10/22/23,Client Referral,New Business,kelsey royalty,,40,"Atlanta, GA",10/23/23,2/29/24,9/21/23,High quality,80,5/9/23,5/8/23,Direct,Engineering projects,Kelsey Royalty,Equifax Inc.,0065c00001Dvvw4,0065c00001Dvvw4AAB,Proposal Presentation,9/20/23 17:00,,,,Yes,Google Cloud,BFSI 2,AI & Data Engineering,
200000,TIAA,TIAA Enterprise Data migration and AI Redundancy,Qualification,Q1-2024,2/1/24,Client Referral,New Business,Sydney Kaufmann,,35,"Charlotte, NC",10/1/23,6/4/24,10/12/23,Low confidence,20,6/13/23,6/13/23,Proactive pitch,Engineering projects,Sydney Kaufmann,,0065c00001H93Ac,0065c00001H93AcAAJ,Qualification,10/11/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
100000,Equitable,Support Structure for Conceptualizing New Enhanced Solutions,Inquiry,Q1-2024,2/19/24,Cold call,New Business,Sydney Kaufmann,,,"Charlotte, NC",,,9/29/23,Low confidence,0,9/29/23,,Proactive pitch,Engineering projects,Sydney Kaufmann,,0065c00001NfoiG,0065c00001NfoiGAAR,,9/28/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
500000,Fiserv,"Data and Analytics (D&A) #CIO Division, Payments < Umasankar Nistala >",Qualification,Q4-2023,10/31/23,Industry,New Business,Vikram Eluri,AI/ML,35,"Atlanta, GA",12/1/23,12/29/23,10/2/23,Low confidence,20,9/1/22,9/1/22,Proactive pitch,Engineering projects,Samantha Scheibe,Finserv,0065c000013EyVz,0065c000013EyVzAAK,Qualification,5/9/23 18:49,,,Yes,Yes,,BFSI 2,AI & Data Engineering,
100000,Fiserv,Product Pre-Launch QE Support - Shubhen Chauhan - Risk and Fraud,Investigation & Analysis,Q4-2023,11/30/23,Cold call,New Business,Samantha Scheibe,,,"Atlanta, GA",10/31/23,11/30/23,10/2/23,Low confidence,30,9/19/23,,Direct,Engineering projects,Samantha Scheibe,Finserv,0065c00001NIeNp,0065c00001NIeNpAAL,Investigation & Analysis,9/18/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
200000,SchoolsFirst FCU,SchoolsFirst FCU - Data Inventory Tool and Migration/Rationalization,Investigation & Analysis,Q2-2024,4/30/24,Other,New Business,Vikram Eluri,,,"SoCal, CA",11/1/23,11/1/24,9/14/23,Low confidence,10,9/14/23,,Direct,Engineering projects,Candice Garger,,0065c00001NHfKy,0065c00001NHfKyAAL,Investigation & Analysis,9/13/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
500000,Equifax Inc.,EFX - AVA ICE,Inquiry,Q4-2023,12/31/23,Other,New Business,Gabrielle Ratcliffe,,,"Atlanta, GA",10/31/23,4/30/24,8/10/23,Low confidence,0,8/7/23,8/4/23,Direct,Engineering projects,Gabrielle Ratcliffe,Equifax Inc.,0065c00001JFe4A,0065c00001JFe4AAAT,Inquiry,8/6/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
500000,Visa Technology & Operations LLC,Visa: ML/AI Implementation - Risk Management,Inquiry,Q4-2024,11/4/24,Cold call,New Business,Minhaal Naeem,,,"Bay Area, CA",,,10/2/23,Low confidence,0,10/2/23,,Proactive pitch,Engineering projects,Minhaal Naeem,Visa Technology & Operations LLC,0065c00001NgbBv,0065c00001NgbBvAAJ,,10/1/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,
100000,Sound Credit Union,Legacy Modernization & Cloud Adoption Initiative,Inquiry,Q4-2023,10/1/23,Cold call,New Business,Jacob Beck,,35,"Seattle, WA",10/1/23,4/1/24,7/11/23,,0,7/10/23,7/11/23,Proactive pitch,Engineering projects,Cierra Devine,,0065c00001K7bTn,0065c00001K7bTnAAJ,Inquiry,7/9/23 17:00,,,,Yes,,BFSI 2,AI & Data Engineering,250000
500000,"Santander Consumer USA, Inc",Cloud Migration strategy,Qualification,Q3-2023,9/29/23,Geo,New Business,Vikram Eluri,,40,"Boston, MA",7/1/22,12/30/22,8/31/23,Low confidence,20,5/5/22,4/1/22,Direct Procurement,Engineering projects,Abigail Bletzer,"Santander Consumer USA, Inc",0063i00000HJlEN,0063i00000HJlENAA1,Qualification,5/9/23 18:36,,,No,Yes,,BFSI 2,AI & Data Engineering,500000
561600,"Santander Consumer USA, Inc",Quality Engineering - MX - Matt Eapen,Investigation & Analysis,Q4-2023,12/1/23,Industry,New Business,Katelyn Neal,Quality Assurance,35,"Dallas, TX",7/3/23,12/31/23,9/5/23,Low confidence,10,1/18/23,12/27/22,Proactive pitch,Engineering projects,Katelyn Neal,"Santander Consumer USA, Inc",0065c000016C3Ii,0065c000016C3IiAAK,Investigation & Analysis,,,,,Yes,,BFSI 2,Quality Engineering,
700000,"Santander Consumer USA, Inc",SBNA - Obsolescence 2024,Proposal Creation,Q4-2023,11/23/23,Client Referral,New Business,Abigail Bletzer,,35,"Boston, MA",1/2/24,12/31/24,9/29/23,,30,9/29/23,,RFP driven,Engineering projects,Abigail Bletzer,"Santander Consumer USA, Inc",0065c00001Nft54,0065c00001Nft54AAB,,9/28/23 17:00,,,,Yes,,BFSI 2,Platform Operations,
455000,"Santander Consumer USA, Inc","Santander: App & Data Support, Release Management, Automation",Negotiation/Review,Q4-2023,10/31/23,Other,New Business,gurjodh hundal,,34,"SoCal, CA",7/1/23,6/30/24,8/22/23,,80,5/14/23,5/9/23,Direct,Engineering projects,Gurjodh Hundal,"Santander Consumer USA, Inc",0065c00001Dwh26,0065c00001Dwh26AAB,Negotiation/Review,6/20/23 17:00,,,,Yes,,BFSI 2,Platform Operations,
7700000,"Santander Consumer USA, Inc",Data Center Operations Consolidation New,Negotiation/Review,Q4-2023,11/1/23,Other,New Business,Katelyn Neal,,,"Dallas, TX",11/1/23,7/31/28,10/19/23,,80,10/19/23,,Proactive pitch,Engineering projects,Katelyn Neal,"Santander Consumer USA, Inc",0065c00001O51F7,0065c00001O51F7AAJ,,10/18/23 17:00,,,,Yes,,BFSI 2,Platform Operations,
22391870.91,"Santander Consumer USA, Inc",Deskside Support Consolidation Project 2024,Proposal Creation,Q4-2023,12/29/23,Client Referral,New Business,Katelyn Neal,,,"Dallas, TX",4/1/24,4/2/29,10/19/23,,30,9/26/23,,RFP driven,Engineering projects,Katelyn Neal,"Santander Consumer USA, Inc",0065c00001NfAZt,0065c00001NfAZtAAN,Proposal Creation,9/25/23 17:00,,,,No,,BFSI 2,Platform Operations,
200000,The Golden 1 Credit Union,ServiceNow rollout,Qualification,Q4-2023,11/30/23,Other,New Business,Vikram Eluri,,35,Sacramento,11/1/23,4/30/24,10/19/23,Low confidence,20,6/15/23,6/12/23,Direct,Cognixia,Patrick Upright,The Golden 1 Credit Union,0065c00001IW8rK,0065c00001IW8rKAAT,Qualification,6/14/23 17:00,,,,Yes,,BFSI 2,Platform Operations,
250000,Pacific Western Bank,Azure Implementation,Proposal Creation,Q2-2023,5/1/23,SSG,New Business,Abhishek V,,,,4/28/23,10/2/23,5/2/23,,30,3/30/23,3/28/23,Direct,Engineering projects,Elias Crone,Pacific Western Bank,0065c00001B8Ofs,0065c00001B8OfsAAF,,3/30/23 2:04,,,,No,,BFSI 2,Platform Operations,
200000,Moody's Corporation,Tech Support POD in Costa Rica,Investigation & Analysis,Q4-2023,12/3/23,Client Referral,New Business,derek kryzda,,,"Bay Area, CA",12/3/23,12/4/23,10/12/23,Low confidence,10,10/12/23,,Direct,Engineering projects,Derek Kryzda,Moody's Corporation,0065c00001NigRI,0065c00001NigRIAAZ,,10/11/23 17:00,,,,No,,BFSI 2,Platform Operations,
250000,"loanDepot.com, LLC",LD- Telephony engineering,Proposal Creation,Q4-2023,11/10/23,Client Referral,New Business,Rajeev Gopinath,,,Direct - No Region,12/1/23,5/31/24,10/17/23,High quality,30,10/17/23,,Direct,Engineering projects,none,"loanDepot.com, LLC",0065c00001O4gT8,0065c00001O4gT8AAJ,,10/16/23 17:00,,,,Yes,,BFSI 2,Platform Operations,
1,"Santander Consumer USA, Inc",Gen AI - Call Center,Inquiry,Q2-2024,6/30/24,Client Referral,New Business,Katelyn Neal,,,"Dallas, TX",,,10/9/23,Low confidence,0,6/30/23,6/30/23,Proactive pitch,Engineering projects,Katelyn Neal,"Santander Consumer USA, Inc",0065c00001K50Rr,0065c00001K50RrAAJ,Inquiry,6/29/23 17:00,,,,Yes,,BFSI 2,Generative AI,
150000,Salem Five Cents Savings Bank,Transformation using Generative AI,Qualification,Q4-2023,11/30/23,Industry,New Business,Vikram Eluri,,35,Direct - No Region,11/13/23,2/29/24,10/19/23,Low confidence,20,4/11/23,4/10/23,Direct,Engineering projects,No Geo AM Involved,Salem Five Cents Savings Bank,0065c00001BGCkA,0065c00001BGCkAAAX,Qualification,6/27/23 17:00,,,,Yes,,BFSI 2,Generative AI,
2700000,"Cisco Systems, Inc.",Nearshore Program Managers,Proposal Creation,Q4-2024,11/15/24,Cold call,New Business,rene weiler,,,Sacramento,10/30/23,10/31/24,10/17/23,Low confidence,30,10/11/23,,Direct,Engineering projects,Rene Weiler,"Cisco Systems, Inc.",0065c00001NiTwd,0065c00001NiTwdAAF,Qualification,10/16/23 17:00,,,,No,,CME,Enterprise Architecture,
250000,Verizon,EAAS - Verizon Consumer,Qualification,Q4-2023,12/29/23,Other,New Business,Nitin Mittal,,40,Direct - No Region,1/1/24,12/31/24,9/7/23,Low confidence,20,6/14/23,7/5/23,Direct,Engineering projects,No Geo AM Involved,Verizon,0065c00001H9y48,0065c00001H9y48AAB,Qualification,9/6/23 17:00,,,,Yes,,CME,Enterprise Architecture,
750000,"RELX, Inc.",UK JUMP - LNRS,Inquiry,Q3-2023,9/25/23,Client Referral,New Business,Hassan Mirza,,39,"Atlanta, GA",9/25/23,8/30/24,6/14/23,,20,6/14/23,6/12/23,Direct,JUMP,Jack Warren,"RELX, Inc.",0065c00001IVtVb,0065c00001IVtVbAAL,,6/13/23 17:00,,,,Yes,,CME,Enterprise Architecture,
